eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
199.38,7.11,196.06,6.76,977,0.00938986,0.11368815,2.090237,-0.01539855,0.3502916,0.8333723247051239,141,36096,2394.9610854010007,2310144
180.98,6.19,195.64,7.39,994,0.010212305,0.12463379,2.1344025,-0.018099505,0.23994605,0.8438990861177444,142,36352,2411.436903746,2326528
200.32,7.06,207.19,6.95,981,0.01209201,0.14668782,2.1006167,-0.017524341,0.3247721,0.8055770099163055,143,36608,2428.138955178001,2342912
198.0,6.42,204.12,6.76,993,0.010286086,0.12388102,2.138775,-0.018377354,0.29723385,0.8392644673585892,144,36864,2444.623709054,2359296
200.34,5.79,197.64,6.17,977,0.011191701,0.13035075,2.1162994,-0.017669315,0.2774719,0.8200904130935669,145,37120,2461.390660203,2375680
230.36,7.7,203.68,7.23,997,0.016493032,0.19643147,2.1298604,-0.020630535,0.31069508,0.7961544245481491,146,37376,2477.8167902450004,2392064
233.62,8.46,207.6,6.59,1000,0.016109312,0.19321696,2.0993514,-0.017661858,0.3332357,0.8322280496358871,147,37632,2494.191003609001,2408448
253.32,9.37,231.33,8.17,981,0.012628588,0.15289307,2.126389,-0.020142471,0.28407183,0.84700608253479,148,37888,2510.8907749320006,2424832
245.24,8.29,230.86,8.67,967,0.014716125,0.18135579,2.1373224,-0.022851007,0.281783,0.843763455748558,149,38144,2527.8341793690015,2441216
239.69,9.12,209.85,7.8,965,0.017465938,0.20939128,2.1069121,-0.020522567,0.2823225,0.8672199249267578,150,38400,2544.8129580370005,2457600
226.98,7.41,199.92,7.03,933,0.013922374,0.16526286,2.0967474,-0.0181078,0.33029944,0.8297541588544846,151,38656,2562.359097286,2473984
210.27,7.05,195.13,6.29,959,0.012239368,0.15492757,2.0876384,-0.022428343,0.2701421,0.8539404273033142,152,38912,2579.4398246630008,2490368
230.17,9.38,215.9,8.09,942,0.016090726,0.18703206,2.0948517,-0.017083386,0.3005859,0.8522361218929291,153,39168,2596.817656708001,2506752
256.65,9.89,237.52,8.23,973,0.016332088,0.20019531,2.1043708,-0.017767746,0.30558798,0.8464141488075256,154,39424,2613.6442636170013,2523136
236.96,8.61,213.55,7.13,976,0.015147661,0.17173259,2.090875,-0.018877694,0.36775732,0.8255652189254761,155,39680,2630.417763872001,2539520
209.97,7.18,207.26,7.88,975,0.016435118,0.20062256,2.1168976,-0.022318706,0.24292643,0.8579768687486649,156,39936,2647.216101405,2555904
226.66,8.06,206.3,6.81,940,0.016684698,0.20599365,2.0848725,-0.020246902,0.31278878,0.8660222887992859,157,40192,2664.642526771,2572288
213.54,7.3,218.27,7.41,983,0.01832536,0.22039795,2.1060452,-0.019951416,0.28102836,0.8456289619207382,158,40448,2681.297749309,2588672
222.86,7.62,238.18,8.79,974,0.014063339,0.17010498,2.1098719,-0.01983588,0.3124923,0.8389402329921722,159,40704,2698.118449099,2605056
