eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
82.07,-2.6600000858306885,3617.0,0.004171422217041254,0.02520751953125,2.7039763927459717,-0.0023286864161491394,0.2574600279331207,-0.0008672475814819336,1.0,256.0,4.5286528480000925,16384.0
81.62,-2.1700000762939453,6500.0,0.005257742945104837,0.03096516989171505,2.68843674659729,-0.002376066753640771,0.14711545407772064,-0.0062323808670043945,2.0,512.0,7.077920446000462,32768.0
85.71,-2.2899999618530273,6616.0,0.003976478707045317,0.02734375,2.68405818939209,-0.002208316931501031,0.15196754038333893,-0.003187417984008789,3.0,768.0,9.55485729800057,49152.0
80.8,-2.309999942779541,6656.0,0.004292934201657772,0.02235921286046505,2.665410041809082,-0.001660476322285831,0.17745853960514069,-3.600120544433594e-05,4.0,1024.0,12.021784087000015,65536.0
82.02,-1.6799999475479126,6649.0,0.004007725510746241,0.02191162109375,2.6535794734954834,-0.001857378869317472,0.1495252102613449,0.02082359790802002,5.0,1280.0,14.48649006100004,81920.0
84.68,-1.5099999904632568,6639.0,0.0052709635347127914,0.0368855781853199,2.6492979526519775,-0.001975305611267686,0.1590893417596817,0.042032718658447266,6.0,1536.0,16.95504680800059,98304.0
77.37,-1.690000057220459,6654.0,0.004319056402891874,0.02663167379796505,2.6449668407440186,-0.0018078092252835631,0.15073102712631226,0.06309443712234497,7.0,1792.0,19.417938505000166,114688.0
77.86,-1.4600000381469727,6690.0,0.005701656918972731,0.0518595390021801,2.6457359790802,-0.002807372249662876,0.13957105576992035,0.10882985591888428,8.0,2048.0,21.86751020199972,131072.0
86.59,-1.9600000381469727,6642.0,0.005904135759919882,0.0559285469353199,2.6354472637176514,-0.0030037863180041313,0.14442233741283417,0.15461498498916626,9.0,2304.0,24.334980024000288,147456.0
74.51,-1.5,6674.0,0.0036915906239300966,0.02360025979578495,2.6298635005950928,-0.0015516249695792794,0.13642646372318268,0.18134748935699463,10.0,2560.0,26.790519263000533,163840.0
75.92,-1.5499999523162842,6693.0,0.00529003469273448,0.0470174141228199,2.6163828372955322,-0.002799765905365348,0.1250612586736679,0.22716784477233887,11.0,2816.0,29.239163004000147,180224.0
78.27,-1.8200000524520874,6597.0,0.004544637631624937,0.0416463203728199,2.6230859756469727,-0.0030223478097468615,0.12900084257125854,0.27243393659591675,12.0,3072.0,31.723409555000217,196608.0
77.28,-1.590000033378601,6658.0,0.004539279267191887,0.0367024727165699,2.6212546825408936,-0.003351733088493347,0.13321922719478607,0.2528758645057678,13.0,3328.0,34.18523171200013,212992.0
80.36,-2.059999942779541,6593.0,0.005203865002840757,0.0486246757209301,2.6137564182281494,-0.003907025791704655,0.14453299343585968,0.24445241689682007,14.0,3584.0,36.67103372299971,229376.0
78.1,-1.6399999856948853,6673.0,0.004595951642841101,0.042724609375,2.611600875854492,-0.004067881032824516,0.13039027154445648,0.20507031679153442,15.0,3840.0,39.12711581300027,245760.0
73.81,-1.7599999904632568,6705.0,0.005163173656910658,0.0531209297478199,2.6037938594818115,-0.004895379301160574,0.13961303234100342,0.2612093687057495,16.0,4096.0,41.57127046700043,262144.0
72.74,-1.600000023841858,6607.0,0.005468260496854782,0.05859375,2.5771067142486572,-0.004870873410254717,0.13283033668994904,0.34983861446380615,17.0,4352.0,44.05199253000046,278528.0
72.61,-1.5700000524520874,6755.0,0.004491196013987064,0.0431315116584301,2.5694284439086914,-0.004239511210471392,0.14828994870185852,0.2892609238624573,18.0,4608.0,46.4780366570003,294912.0
77.45,-1.8300000429153442,6684.0,0.005876198410987854,0.0686238631606102,2.5715620517730713,-0.005716346669942141,0.13173097372055054,0.3483846187591553,19.0,4864.0,48.93000392399972,311296.0
74.75,-1.4299999475479126,6603.0,0.005590480286628008,0.0558268241584301,2.575613021850586,-0.0042566522024571896,0.13538171350955963,0.25325626134872437,20.0,5120.0,51.41207432400006,327680.0
78.83,-1.3600000143051147,6692.0,0.006849626544862986,0.08905029296875,2.5439958572387695,-0.005434152204543352,0.1301804929971695,0.2836869955062866,21.0,5376.0,53.8609923490003,344064.0
80.69,-1.600000023841858,6665.0,0.006750759202986956,0.0750935897231102,2.540653944015503,-0.005617023911327124,0.12577003240585327,0.31576961278915405,22.0,5632.0,56.3200149029999,360448.0
74.72,-1.340000033378601,6642.0,0.006082724779844284,0.0755208358168602,2.5224523544311523,-0.006223856005817652,0.10443756729364395,0.3103848695755005,23.0,5888.0,58.78746318100002,376832.0
76.08,-1.309999942779541,6723.0,0.006389058660715818,0.07550048828125,2.501267671585083,-0.005929354578256607,0.11867481470108032,0.31506556272506714,24.0,6144.0,61.22565305599983,393216.0
78.73,-1.2699999809265137,6700.0,0.005635930225253105,0.06005859375,2.4976890087127686,-0.005886089522391558,0.10585761815309525,0.4019302725791931,25.0,6400.0,63.67180029600058,409600.0
