eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
85.2,-2.5999999046325684,226.0,0.0005279951728880405,0.00034586587571538985,2.707568883895874,-0.0009567271335981786,0.2684643268585205,-0.002702474594116211,1.0,256.0,72.23224952799865,16384.0
89.26,-2.4600000381469727,2734.0,0.00020162791770417243,0.0,2.70550537109375,-0.00022724938753526658,0.14560790359973907,-0.004111528396606445,2.0,512.0,78.30608118899909,32768.0
85.45,-2.630000114440918,2768.0,0.00020760779443662614,0.0,2.704972982406616,-0.00042247315286658704,0.14750544726848602,0.0031714439392089844,3.0,768.0,84.22435233299984,49152.0
86.43,-2.3399999141693115,2678.0,0.0002870222961064428,0.0,2.7041819095611572,-0.0005352487205527723,0.13867150247097015,0.03127694129943848,4.0,1024.0,90.34118470099929,65536.0
82.29,-1.3600000143051147,2771.0,0.00021860255219507962,0.0,2.703571319580078,-0.0002976871037390083,0.14254708588123322,0.06717079877853394,5.0,1280.0,96.25437164699906,81920.0
82.29,-2.3299999237060547,2774.0,0.0004325944755692035,0.0,2.702667236328125,-0.0005535676027648151,0.18513013422489166,0.05740368366241455,6.0,1536.0,102.16136919899873,98304.0
83.58,-2.0399999618530273,2785.0,0.0002819534856826067,0.00032552084303461015,2.698784828186035,-0.00040243714465759695,0.1658046394586563,0.05330514907836914,7.0,1792.0,108.04479434799941,114688.0
83.15,-1.9800000190734863,2749.0,0.0005554608069360256,0.00091552734375,2.695446252822876,-0.0007863457431085408,0.16709285974502563,0.061863064765930176,8.0,2048.0,114.00489772799847,131072.0
81.51,-3.049999952316284,2733.0,0.0007839279714971781,0.0013834635028615594,2.686469793319702,-0.0007900898926891387,0.18037182092666626,0.06162536144256592,9.0,2304.0,120.00006097099867,147456.0
81.01,-1.6200000047683716,2783.0,0.0006691134185530245,0.0015869140625,2.6810147762298584,-0.0009361897245980799,0.13704441487789154,0.11702662706375122,10.0,2560.0,125.8875930489994,163840.0
86.51,-2.0799999237060547,2774.0,0.0013582990504801273,0.0037841796875,2.677126169204712,-0.0009040380828082561,0.14280551671981812,0.11412680149078369,11.0,2816.0,131.79465716499908,180224.0
84.72,-2.569999933242798,2765.0,0.00048294823500327766,0.0,2.6736509799957275,-0.0003771893971133977,0.17018651962280273,0.09505128860473633,12.0,3072.0,137.72089588699964,196608.0
83.91,-1.6200000047683716,2750.0,0.0010845520300790668,0.0027262370567768812,2.665313243865967,-0.0007738606072962284,0.14258089661598206,0.09637528657913208,13.0,3328.0,143.6790752759989,212992.0
84.41,-2.2100000381469727,2726.0,0.0008080638945102692,0.0003662109375,2.655898332595825,-0.0002985420578625053,0.1406162530183792,0.09785068035125732,14.0,3584.0,149.68984322399956,229376.0
88.41,-2.0999999046325684,2704.0,0.0008681367617100477,0.00250244140625,2.6542809009552,-0.0007987092831172049,0.1449783891439438,0.10167688131332397,15.0,3840.0,155.74952235399905,245760.0
85.02,-2.799999952316284,2767.0,0.001054219901561737,0.0021565754432231188,2.6556453704833984,-0.0010135304182767868,0.16967640817165375,0.08737266063690186,16.0,4096.0,161.67086550899876,262144.0
80.84,-2.0199999809265137,2774.0,0.001541613251902163,0.0035807292442768812,2.639336347579956,-0.0015214671147987247,0.1375131756067276,0.12436145544052124,17.0,4352.0,167.5776386489997,278528.0
78.63,-1.0499999523162842,2781.0,0.0019203410483896732,0.01068115234375,2.632614850997925,-0.0016320738941431046,0.12401380389928818,0.14794540405273438,18.0,4608.0,173.46971388999918,294912.0
86.74,-1.340000033378601,2798.0,0.001093340921215713,0.0034993488807231188,2.6437041759490967,-0.001202679704874754,0.11735323816537857,0.1597720980644226,19.0,4864.0,179.32570097499956,311296.0
80.74,-1.7100000381469727,2744.0,0.0008441123645752668,0.0007527669076807797,2.6397690773010254,-0.0008716440643183887,0.1517876237630844,0.1294766664505005,20.0,5120.0,185.29547644800004,327680.0
81.18,-1.7100000381469727,2771.0,0.0013256039237603545,0.0048624672926962376,2.649003267288208,-0.0009124990901909769,0.13280509412288666,0.1872539520263672,21.0,5376.0,191.20867803199872,344064.0
77.0,-1.7699999809265137,2771.0,0.0016564385732635856,0.0052693686448037624,2.6536612510681152,-0.0013735544634982944,0.1607607752084732,0.14141219854354858,22.0,5632.0,197.1215869989992,360448.0
84.89,-2.200000047683716,2772.0,0.002492300234735012,0.015340168960392475,2.645003080368042,-0.0021176834125071764,0.14129680395126343,0.1880219578742981,23.0,5888.0,203.03273118599827,376832.0
81.59,-2.1700000762939453,2729.0,0.0021229044068604708,0.008992512710392475,2.647148370742798,-0.0015791337937116623,0.15095841884613037,0.2376418113708496,24.0,6144.0,209.03672114999972,393216.0
89.75,-2.049999952316284,2762.0,0.0015854382654652,0.0075887045823037624,2.6544883251190186,-0.001570365740917623,0.13419108092784882,0.21639478206634521,25.0,6400.0,214.96863097499954,409600.0
85.55,-2.509999990463257,2734.0,0.0017842667875811458,0.010599772445857525,2.654707193374634,-0.0013814326375722885,0.1783686876296997,0.1803557276725769,26.0,6656.0,220.96030608899855,425984.0
80.94,-2.069999933242798,2758.0,0.0015516318380832672,0.0071614584885537624,2.643084764480591,-0.0021365720313042402,0.14338479936122894,0.2666468620300293,27.0,6912.0,226.90120808199936,442368.0
81.2,-1.850000023841858,2768.0,0.0015662619844079018,0.00689697265625,2.6323320865631104,-0.0026407085824757814,0.1413024365901947,0.31011533737182617,28.0,7168.0,232.81954682799915,458752.0
80.19,-1.4700000286102295,2749.0,0.0024293900933116674,0.01731363870203495,2.614501714706421,-0.0024888701736927032,0.13707105815410614,0.23719799518585205,29.0,7424.0,238.78017524699862,475136.0
80.42,-1.7200000286102295,2699.0,0.0028216105420142412,0.015360514633357525,2.60929799079895,-0.0026362582575529814,0.12491951137781143,0.31170403957366943,30.0,7680.0,244.85082497799885,491520.0
87.88,-2.1700000762939453,2756.0,0.0019577702041715384,0.009521484375,2.610145330429077,-0.002530057681724429,0.14273563027381897,0.2543034553527832,31.0,7936.0,250.7953664659999,507904.0
83.89,-2.0999999046325684,2762.0,0.0024366413708776236,0.014628092758357525,2.6040713787078857,-0.002719600684940815,0.15205542743206024,0.2942235469818115,32.0,8192.0,256.72639871299907,524288.0
79.65,-1.7400000095367432,2760.0,0.0029552311170846224,0.02235921286046505,2.6128313541412354,-0.00327779701910913,0.1262870877981186,0.3008882403373718,33.0,8448.0,262.66175434399884,540672.0
78.41,-1.5199999809265137,2733.0,0.003249119268730283,0.02809651754796505,2.598381519317627,-0.0026628270279616117,0.12430483847856522,0.2790522575378418,34.0,8704.0,268.65615138299836,557056.0
80.79,-1.590000033378601,2740.0,0.004023931920528412,0.039794921875,2.6013901233673096,-0.004012750461697578,0.12637852132320404,0.29306191205978394,35.0,8960.0,274.6363136,573440.0
77.56,-1.4299999475479126,2771.0,0.003531055524945259,0.0338948555290699,2.593366861343384,-0.0017386408289894462,0.13967402279376984,0.2550700306892395,36.0,9216.0,280.54972366499896,589824.0
81.87,-1.7799999713897705,2714.0,0.002825060160830617,0.02170816995203495,2.5939481258392334,-0.0038821243215352297,0.13039222359657288,0.2740439176559448,37.0,9472.0,286.5870751399998,606208.0
