eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
86.45,-2.5,1332.0,0.0006908893119543791,0.0,2.707321882247925,-0.001201133243739605,0.473073273897171,0.0037860870361328125,1.0,256.0,12.299258146000057,16384.0
79.05,-2.2300000190734863,2009.0,0.0014798346674069762,0.008056640625,2.7014503479003906,-0.0010257951216772199,0.14379410445690155,0.07314819097518921,2.0,512.0,20.52561803599997,32768.0
83.22,-2.630000114440918,2003.0,0.0010058304760605097,0.0006917317514307797,2.6986303329467773,-0.0014753876021131873,0.14258943498134613,0.16168606281280518,3.0,768.0,28.70398310900009,49152.0
83.22,-2.4800000190734863,1978.0,0.001194753567688167,0.00848388671875,2.694246292114258,-0.0017281553009524941,0.1341634839773178,0.2861742377281189,4.0,1024.0,36.98637882900016,65536.0
87.08,-2.390000104904175,1975.0,0.0022613483015447855,0.011962890625,2.690918207168579,-0.003244316903874278,0.12948402762413025,0.33431345224380493,5.0,1280.0,45.281868108000026,81920.0
88.01,-1.6399999856948853,1958.0,0.003026472171768546,0.015218098647892475,2.682302236557007,-0.003329426283016801,0.11555716395378113,0.3966239094734192,6.0,1536.0,53.650245282000014,98304.0
87.1,-1.7300000190734863,1950.0,0.0026373127475380898,0.01975504495203495,2.6786892414093018,-0.004444194491952658,0.09558925777673721,0.4545946717262268,7.0,1792.0,62.05078397400007,114688.0
84.27,-1.7999999523162842,1929.0,0.0031959619373083115,0.02117919921875,2.6699230670928955,-0.00529351644217968,0.09536697715520859,0.5004679262638092,8.0,2048.0,70.54410996500019,131072.0
80.37,-1.559999942779541,1912.0,0.004500772338360548,0.0441080741584301,2.652968168258667,-0.006170019041746855,0.10276652127504349,0.4984062910079956,9.0,2304.0,79.11159073300018,147456.0
77.25,-1.75,1900.0,0.004897602368146181,0.0432332344353199,2.652904748916626,-0.006540126632899046,0.09694989770650864,0.5173052251338959,10.0,2560.0,87.73137581700007,163840.0
87.97,-1.9900000095367432,1881.0,0.0043497770093381405,0.0391642265021801,2.6410071849823,-0.007452492136508226,0.08862964063882828,0.5382716059684753,11.0,2816.0,96.44211421299997,180224.0
81.53,-1.5399999618530273,1869.0,0.0050764563493430614,0.0555216483771801,2.637693166732788,-0.009324697777628899,0.06543415039777756,0.5844931602478027,12.0,3072.0,105.20783789400002,196608.0
81.52,-0.8100000023841858,1858.0,0.004496792796999216,0.0453898124396801,2.6273012161254883,-0.009821012616157532,0.06975606828927994,0.5688829123973846,13.0,3328.0,114.02360043800013,212992.0
78.98,-1.159999966621399,1865.0,0.005928186234086752,0.0718994140625,2.626023769378662,-0.011403687298297882,0.0750088021159172,0.6180410385131836,14.0,3584.0,122.80573260799997,229376.0
80.33,-0.5699999928474426,1878.0,0.005723027046769857,0.065185546875,2.624243974685669,-0.011578929610550404,0.0624532587826252,0.650118499994278,15.0,3840.0,131.52682499399998,245760.0
77.87,0.009999999776482582,1886.0,0.006175002548843622,0.0753173828125,2.6056675910949707,-0.013338588178157806,0.05132818594574928,0.6120798289775848,16.0,4096.0,140.21259053000017,262144.0
85.94,-0.4300000071525574,1898.0,0.006711380090564489,0.08270263671875,2.60443115234375,-0.012689349241554737,0.06402965635061264,0.5586565732955933,17.0,4352.0,148.84411322200003,278528.0
82.3,-0.25,1883.0,0.007691158447414637,0.0999552384018898,2.5972189903259277,-0.01175567414611578,0.060597196221351624,0.6006584167480469,18.0,4608.0,157.5441576180001,294912.0
78.73,-0.09000000357627869,1900.0,0.007724944967776537,0.10107421875,2.5820000171661377,-0.01435388345271349,0.07256526499986649,0.5146326422691345,19.0,4864.0,166.16526384100007,311296.0
83.3,0.4000000059604645,1895.0,0.007474213372915983,0.0992024764418602,2.5731680393218994,-0.014090046286582947,0.05361412093043327,0.5896383821964264,20.0,5120.0,174.8089756710001,327680.0
81.12,0.2800000011920929,1887.0,0.0076829600147902966,0.101806640625,2.572369337081909,-0.014610138721764088,0.05220869183540344,0.6456815302371979,21.0,5376.0,183.49071593600002,344064.0
87.76,0.25999999046325684,1891.0,0.009081392548978329,0.11749267578125,2.5655150413513184,-0.013811364769935608,0.05978236719965935,0.6065710783004761,22.0,5632.0,192.15397329000007,360448.0
82.44,0.4000000059604645,1884.0,0.008557194843888283,0.1152547225356102,2.5524346828460693,-0.013072725385427475,0.05003705993294716,0.672450840473175,23.0,5888.0,200.84905771700005,376832.0
80.86,0.8799999952316284,1886.0,0.010016126558184624,0.1332194060087204,2.553828001022339,-0.014277592301368713,0.04749288782477379,0.6255422830581665,24.0,6144.0,209.5354776900001,393216.0
81.01,1.149999976158142,1892.0,0.011201000772416592,0.1498209685087204,2.538159132003784,-0.013045988976955414,0.04285307601094246,0.6617728471755981,25.0,6400.0,218.19296330999987,409600.0
84.8,0.9200000166893005,1894.0,0.010889231227338314,0.1509806364774704,2.5335958003997803,-0.015949741005897522,0.04424074664711952,0.7047344148159027,26.0,6656.0,226.84340681999993,425984.0
83.24,1.309999942779541,1900.0,0.010037478990852833,0.1367390900850296,2.5434274673461914,-0.01825067587196827,0.04325481131672859,0.6801207661628723,27.0,6912.0,235.46482385399986,442368.0
87.24,1.2599999904632568,1897.0,0.010473310947418213,0.1440633088350296,2.5233304500579834,-0.015487979166209698,0.05390400066971779,0.6571219265460968,28.0,7168.0,244.09941492899998,458752.0
92.2,1.6699999570846558,1896.0,0.010003588162362576,0.1350911408662796,2.535900831222534,-0.014822832308709621,0.03519320860505104,0.7410288751125336,29.0,7424.0,252.73719069900017,475136.0
84.99,1.2100000381469727,1897.0,0.009486082009971142,0.1261393278837204,2.5306103229522705,-0.015494097955524921,0.053147584199905396,0.7162618041038513,30.0,7680.0,261.3734218610002,491520.0
87.72,1.4700000286102295,1896.0,0.010688867419958115,0.14923095703125,2.528507947921753,-0.01779436133801937,0.05246134474873543,0.7352082133293152,31.0,7936.0,270.01283225099996,507904.0
87.05,1.5499999523162842,1884.0,0.011355592869222164,0.1487019807100296,2.5101261138916016,-0.014481306076049805,0.05678535997867584,0.7615567743778229,32.0,8192.0,278.7063105699999,524288.0
85.88,1.5700000524520874,1897.0,0.010631582699716091,0.14599609375,2.4911530017852783,-0.016650401055812836,0.04829614236950874,0.7842426896095276,33.0,8448.0,287.3409426779999,540672.0
93.44,1.9500000476837158,1897.0,0.01079616416245699,0.1453857421875,2.4940145015716553,-0.012738539837300777,0.05072970688343048,0.7876085340976715,34.0,8704.0,295.97767170999987,557056.0
98.56,2.2799999713897705,1888.0,0.009355158545076847,0.120849609375,2.4537367820739746,-0.016966121271252632,0.05660756304860115,0.7840692698955536,35.0,8960.0,304.6537769659999,573440.0
98.47,2.4200000762939453,1892.0,0.011616985313594341,0.1573079377412796,2.4741649627685547,-0.012798570096492767,0.06375392526388168,0.7077828347682953,36.0,9216.0,313.31207528999994,589824.0
