eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
86.95,0.31,83.3,-0.21,1230,0.011704065,0.15942383,2.4490144,-0.02361074,0.06337545,0.5221588015556335,62,15872,826.1262329639976,1015808
83.54,0.28,80.45,-0.08,1220,0.011147655,0.14868164,2.4255075,-0.020762766,0.096751004,0.44031238555908203,63,16128,839.5934472599984,1032192
83.66,0.33,82.67,-0.65,1237,0.013256442,0.17561848,2.3962445,-0.020401977,0.07354606,0.5625515878200531,64,16384,852.8348983079995,1048576
89.87,0.13,81.76,-0.34,1209,0.013190054,0.17317708,2.4123428,-0.021390213,0.07829115,0.47902727127075195,65,16640,866.381828284997,1064960
84.19,0.78,80.52,-0.51,1228,0.01235802,0.16389973,2.387933,-0.024357244,0.051983744,0.5854372382164001,66,16896,879.7168796519982,1081344
82.11,0.08,84.71,-0.2,1230,0.012384024,0.15631104,2.391919,-0.022590436,0.08390051,0.4924355745315552,67,17152,893.0289703879971,1097728
85.14,0.18,79.3,-0.44,1224,0.014678374,0.19632976,2.378906,-0.020158613,0.07050162,0.5325997769832611,68,17408,906.4089193699983,1114112
87.26,0.22,83.98,0.26,1235,0.012791831,0.15885417,2.3614585,-0.023201667,0.08364122,0.4918527603149414,69,17664,919.6689188339988,1130496
79.11,0.42,80.99,0.09,1230,0.011930604,0.15311687,2.3801315,-0.02363919,0.07283903,0.5563728511333466,70,17920,932.9825308049985,1146880
81.22,0.23,79.12,-0.03,1222,0.011126238,0.15142822,2.386937,-0.021899039,0.08217831,0.5046657621860504,71,18176,946.3888417389971,1163264
84.51,0.36,82.13,-0.26,1230,0.013718917,0.17358398,2.394746,-0.025082553,0.08242132,0.4837149381637573,72,18432,959.7076182479977,1179648
82.28,0.2,77.64,0.18,1230,0.012429754,0.16611736,2.3733757,-0.023877842,0.075261384,0.5233200490474701,73,18688,973.0225746459982,1196032
80.53,0.34,84.06,-0.56,1228,0.013369348,0.16796875,2.3728287,-0.025771037,0.07672065,0.5461841523647308,74,18944,986.3640062839986,1212416
80.93,0.56,79.8,0.54,1243,0.013441664,0.16725667,2.3393767,-0.025283964,0.06809338,0.5561447143554688,75,19200,999.537100906,1228800
80.37,0.5,82.99,0.04,1230,0.013463148,0.1739502,2.330376,-0.025304453,0.08235877,0.5751684904098511,76,19456,1012.8486563980005,1245184
77.83,0.43,83.4,-0.11,1232,0.0146247065,0.18693034,2.290108,-0.021203846,0.08104671,0.5993308424949646,77,19712,1026.1396126369982,1261568
80.77,1.13,84.25,-0.17,1225,0.013496581,0.15114339,2.2801673,-0.021852275,0.06422462,0.6237831711769104,78,19968,1039.5149533619988,1277952
85.28,0.46,79.02,0.33,1246,0.01351601,0.16363525,2.2785778,-0.024467133,0.08431513,0.5461578667163849,79,20224,1052.6570060329977,1294336
86.78,0.62,79.47,0.0,1235,0.017107345,0.20426433,2.2664738,-0.024420807,0.070224546,0.57864049077034,80,20480,1065.9155411979991,1310720
86.1,1.06,80.7,0.03,1240,0.014696322,0.19478352,2.2909324,-0.01904958,0.08478206,0.4580063223838806,81,20736,1079.1227345980005,1327104
83.28,0.24,78.07,0.16,1237,0.014901455,0.17673747,2.2686877,-0.024695521,0.08022062,0.5069238841533661,82,20992,1092.369211063,1343488
77.34,1.16,82.81,-0.1,1237,0.014471571,0.1815389,2.2670624,-0.025578639,0.06043184,0.65010005235672,83,21248,1105.6067489300003,1359872
77.71,0.7,76.34,0.09,1228,0.0137896575,0.18202718,2.3024845,-0.024787173,0.055335194,0.6130898594856262,84,21504,1118.9503585189996,1376256
89.13,0.67,82.05,-0.33,1230,0.015456114,0.18636067,2.2970617,-0.02522023,0.08209284,0.49509674310684204,85,21760,1132.2643547739972,1392640
87.82,0.9,89.06,-0.38,1230,0.012895809,0.17386882,2.2832417,-0.023515018,0.060047433,0.6299975216388702,86,22016,1145.5777063879978,1409024
88.91,0.67,73.96,0.25,1218,0.013551249,0.1827596,2.2764306,-0.02022399,0.08506683,0.5726430416107178,87,22272,1159.0215619419978,1425408
80.44,0.81,80.65,-0.11,1235,0.014651631,0.18638103,2.3024747,-0.025519982,0.06041928,0.5947004556655884,88,22528,1172.2796962609973,1441792
90.16,0.93,76.79,0.29,1232,0.01359008,0.17034912,2.2960732,-0.022241123,0.10507045,0.4984610676765442,89,22784,1185.5741950659976,1458176
88.05,1.07,82.3,0.7,1213,0.01297633,0.15795898,2.3058715,-0.02573041,0.06352996,0.6599195897579193,90,23040,1199.0724860979972,1474560
88.32,0.93,79.36,-0.13,1230,0.015609734,0.1912028,2.3080893,-0.023767738,0.06717876,0.613540768623352,91,23296,1212.3904483519982,1490944
85.33,0.97,77.37,0.02,1230,0.013711247,0.17708333,2.3083785,-0.025594056,0.059048314,0.662871778011322,92,23552,1225.7057294789993,1507328
87.2,0.61,90.36,0.2,1240,0.01366509,0.1636556,2.295728,-0.024677845,0.06826263,0.6086934804916382,93,23808,1238.9173642959977,1523712
91.23,0.84,86.44,0.39,1232,0.014914941,0.1852417,2.2735767,-0.02170884,0.06915625,0.5859463214874268,94,24064,1252.2140074069976,1540096
88.94,1.1,80.78,0.12,1231,0.014090809,0.17366536,2.275177,-0.02771269,0.052630827,0.6458117961883545,95,24320,1265.5243617669985,1556480
88.69,0.92,82.1,0.64,1234,0.013921808,0.16794841,2.2562997,-0.026567748,0.046683,0.6388274133205414,96,24576,1278.80075391,1572864
90.81,1.06,88.26,0.73,1232,0.015865684,0.19537354,2.2677014,-0.023981431,0.05305271,0.6000821590423584,97,24832,1292.0955601869973,1589248
92.48,1.52,83.82,0.34,1230,0.014781362,0.17808025,2.253145,-0.026245281,0.05111282,0.6683334410190582,98,25088,1305.4096723969997,1605632
87.14,1.11,84.81,-0.08,1239,0.01581444,0.19067383,2.239453,-0.02626877,0.0488013,0.6946691274642944,99,25344,1318.6289884289981,1622016
83.29,0.79,87.05,0.19,1240,0.014111251,0.16711426,2.2360513,-0.024649277,0.064472966,0.6064212918281555,100,25600,1331.8420813289995,1638400
88.9,0.75,88.17,0.65,1234,0.017880842,0.2030843,2.1961615,-0.021916896,0.08306988,0.5924219191074371,101,25856,1345.1114820000003,1654784
96.77,0.98,88.02,0.21,1235,0.017693924,0.19663493,2.1779978,-0.02387517,0.06000753,0.640964686870575,102,26112,1358.3758506179984,1671168
89.58,1.12,81.94,0.34,1232,0.016797591,0.20479329,2.1749456,-0.023674222,0.07385463,0.6584472954273224,103,26368,1371.6756044979993,1687552
101.69,1.37,88.21,0.44,1231,0.015977617,0.18511963,2.1797512,-0.02628092,0.07085339,0.6497781276702881,104,26624,1384.980792823997,1703936
88.84,1.1,89.9,0.09,1243,0.016385436,0.18776448,2.2064154,-0.026174426,0.06024018,0.6593124866485596,105,26880,1398.1611938149981,1720320
94.63,1.22,87.41,0.49,1218,0.016561614,0.19944255,2.1295056,-0.023156276,0.0756712,0.6624172031879425,106,27136,1411.6071950279984,1736704
95.32,1.14,90.55,0.45,1239,0.015581657,0.19394939,2.1280868,-0.024731621,0.09025065,0.6386165022850037,107,27392,1424.8309199599971,1753088
97.02,0.97,87.1,0.21,1234,0.015529488,0.18780518,2.164951,-0.024940612,0.08179524,0.6192654669284821,108,27648,1438.1096963199998,1769472
101.43,1.23,94.43,0.94,1226,0.016333578,0.18733723,2.171122,-0.023767516,0.080319665,0.6472702920436859,109,27904,1451.4643956649998,1785856
91.42,1.18,99.12,0.26,1227,0.015977103,0.18896484,2.15864,-0.026196852,0.066424735,0.69600909948349,110,28160,1464.8113580169993,1802240
99.09,1.06,93.87,0.75,1230,0.016504155,0.1973877,2.1388862,-0.024664586,0.07637333,0.6391952633857727,111,28416,1478.133004864998,1818624
93.73,1.36,96.32,0.96,1226,0.014928841,0.18467204,2.108175,-0.023708984,0.07453689,0.6811869144439697,112,28672,1491.4918975769979,1835008
101.36,1.32,103.41,0.51,1228,0.017727463,0.21246338,2.1072178,-0.029914029,0.06881786,0.6893409788608551,113,28928,1504.8342915149988,1851392
108.9,1.41,92.45,0.04,1234,0.019356024,0.21223958,2.1338823,-0.026726887,0.06381646,0.6854651868343353,114,29184,1518.1066511600002,1867776
97.35,1.37,93.04,0.68,1230,0.016891425,0.20066325,2.100444,-0.026871711,0.06911674,0.6716720461845398,115,29440,1531.4190789700006,1884160
102.64,1.13,102.5,0.58,1246,0.017475253,0.20253499,2.1266851,-0.027210219,0.08774521,0.5860312879085541,116,29696,1544.5697773499996,1900544
101.3,1.62,88.5,0.32,1231,0.016239895,0.19834392,2.1108217,-0.024504505,0.077497326,0.7018333673477173,117,29952,1557.872252314999,1916928
96.38,1.68,95.92,0.58,1238,0.017789284,0.19407146,2.1112735,-0.024282599,0.06635409,0.7040848731994629,118,30208,1571.102806928,1933312
102.99,1.08,99.67,0.24,1231,0.01933251,0.2191569,2.0938084,-0.027925448,0.08639741,0.647424042224884,119,30464,1584.4081796770006,1949696
100.08,1.06,93.36,0.58,1237,0.01852241,0.20810954,2.0791879,-0.028076755,0.076460816,0.6933421194553375,120,30720,1597.6502101000005,1966080
105.55,1.62,95.43,0.36,1240,0.01841042,0.20884196,2.057894,-0.025656812,0.071213685,0.6849679350852966,121,30976,1610.8617769929988,1982464
96.29,1.36,92.09,0.24,1226,0.018110326,0.18908691,2.0713294,-0.023796165,0.06148159,0.6928751170635223,122,31232,1624.2189015299991,1998848
114.24,1.54,94.05,0.69,1246,0.017967999,0.20249431,2.0518587,-0.029669918,0.0773435,0.6343709230422974,123,31488,1637.368852738,2015232
111.65,1.66,94.59,0.64,1246,0.018351223,0.2156779,2.0551193,-0.020430582,0.07939054,0.658574640750885,124,31744,1650.5195587439994,2031616
110.77,1.46,101.1,0.58,1245,0.018563678,0.2142741,2.0342696,-0.022214303,0.12106896,0.5695898532867432,125,32000,1663.706709471,2048000
107.31,1.4,110.89,0.81,1234,0.018530825,0.21270752,2.0299804,-0.025418116,0.0722467,0.6612145602703094,126,32256,1676.9764152399985,2064384
109.84,1.32,103.34,0.41,1232,0.017898252,0.21073405,2.0068243,-0.021243393,0.084867805,0.6351983547210693,127,32512,1690.2683940459974,2080768
103.16,1.65,94.46,0.93,1240,0.018519098,0.21317546,2.0354445,-0.023337146,0.073005505,0.6959190666675568,128,32768,1703.4815827709972,2097152
104.03,1.78,103.95,0.57,1232,0.015888153,0.20080566,2.0581214,-0.022814443,0.098200135,0.5802125632762909,129,33024,1716.7789316179988,2113536
111.03,1.72,108.42,0.56,1231,0.018083787,0.209493,2.0569632,-0.021381974,0.08830158,0.6129286885261536,130,33280,1730.0844231329975,2129920
116.61,1.67,90.61,0.61,1232,0.015940936,0.18695068,2.05347,-0.025464838,0.08175013,0.6720090508460999,131,33536,1743.3814359530006,2146304
122.54,1.81,106.47,0.82,1239,0.017075919,0.20235188,2.0341706,-0.02760578,0.07941614,0.6841302216053009,132,33792,1756.5988009419998,2162688
111.02,1.37,99.08,0.87,1230,0.018988088,0.2185669,2.0028858,-0.02441298,0.07990568,0.6791034638881683,133,34048,1769.9112658390004,2179072
